url,exterior,interior,mileage,fuel_type,listed_since,vin,stock_number,list_price,average_list_price,price_range_excellent,price_range_great,price_range_fair,price_range_high,price_description,seller_notes,epa_range
https://www.truecar.com/used-cars-for-sale/listing/1FTEW1C87PKD23603/2023-ford-f-150/?position=21&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D1&sourceType=marketplace,Race Red,Tan,"Buda, TX (1702 miles away)",Gas,Listed 55 days ago,1FTEW1C87PKD23603,923432T,"$28,213","$33,941","Below $32,243","$32,243 - $33,601","$33,601 - $34,959","Above $34,959","The list price of$28,213for this2023 Ford F‑150isanexcellentprice! The average list price for similar models is$33,941.Learn More","Tired of the car shopping experience? Fed up with online prices that dealers don't honor because of dealer adds? If you want to deal with a transparent dealership that treats you with respect and advertises real prices with no gimmicks, Truck City Ford is your dealer! Truck City Ford in Buda right across from Cabela's. We've been serving the Austin area for over 50 years and we want to be your dealer for life. Real deals, real people, real quick and easy. Call now to schedule an appointment or a home test drive. 512-641-8870.CARFAX One-Owner. Leif Johnson Ford Truck City is proud to offer this dependable 2023 Ford F-150 XLT. Well equipped with Exterior Parking Camera Rear, 14 Speakers, 3.31 Axle Ratio, 4-Wheel Disc Brakes, 8-Way Power Driver's Seat w/Power Lumbar, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio, Auto High-beam Headlights, Brake assist, Bumpers: chrome, Cloth 40/20/40 Front Seat, Compass, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: SYNC 4 911 Assist, Front anti-roll bar, Front Center Armrest w/Storage, Front fog lights, Front License Plate Bracket, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Heated door mirrors, Illuminated entry, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio data system, Radio: AM/FM Stereo w/6 Speakers, Rear reading lights, Rear step bumper, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Steering wheel mounted audio controls, SYNC 4, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, Voltmeter, and Wheels: 17 Silver Painted Aluminum. **CLEAN CARFAX**, **CARFAX 1 OWNER**, **AM/FM/HD RADIO**, **BLUETOOTH HANDS FREE CALLING**, 3.5L V6 EcoBoost, Exterior Parking Camera Rear.",
https://www.truecar.com/used-cars-for-sale/listing/1GNERKKW7JJ198409/2018-chevrolet-traverse/?position=22&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D1&sourceType=marketplace,Satin Steel Metallic,Jet Black,"Austin, TX (1684 miles away)",Gas,Listed 50 days ago,1GNERKKW7JJ198409,198409x37,"$19,475","$23,573","Below $22,394","$22,394 - $23,337","$23,337 - $24,280","Above $24,280","The list price of$19,475for this2018 Chevrolet Traverseisanexcellentprice! The average list price for similar models is$23,573.Learn More","All advertised prices exclude government fees and taxes, any finance charges, any dealer document preparation charges, and any emission testing charges. While we try to make sure that all prices posted here are accurate at all times, we cannot be responsible for typographical and other errors that may appear on the site. We make every effort to provide you with the most accurate, up-to-the-minute information; however, it is your responsibility to verify with the Dealer that all details listed are accurate. The dealership is not responsible for typographical, pricing, product information, advertising, or shipping errors. Advertised prices and available quantities are subject to change without notice. All rates and offers are dependent on bank approval, which varies based on the applicant's credit as well as the vehicle. *Austin Texas Cars and Trucks - HOME OF THE LIFETIME WARRANTY on qualified vehicles. Ask the dealer for details.",
https://www.truecar.com/used-cars-for-sale/listing/KNAFX6A86E5184171/2014-kia-forte/?position=23&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D1&sourceType=marketplace,Abyss Blue,Black,"Austin, TX (1688 miles away)",Gas,Listed 443 days ago,KNAFX6A86E5184171,184171,"$6,499","$8,067","Below $7,663","$7,663 - $7,986","$7,986 - $8,309","Above $8,309","The list price of$6,499for this2014 Kia Forteisanexcellentprice! The average list price for similar models is$8,067.Learn More","Very nice 2014 Kia Forte. Power windows, locks and mirrors. Leather/vinyl seats. Ice cold AC. Amazing MPG. Very smooth ride. Stop by today 512-413-8135. WWW.TEXASCENTRALMOTORS.COMWe are located at 5419 North Lamar, Austin Tx 78751 Visit our website  http://www.texascentralmotors.com  for more information and photos on this or any of our other vehicles or call us today for a test drive at 512-413-8135 or 512-371-7199.",
https://www.truecar.com/used-cars-for-sale/listing/5UXKU2C51J0X49325/2018-bmw-x6/?position=24&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D1&sourceType=marketplace,Space Gray Metallic,Black,"Austin, TX (1684 miles away)",Gas,Listed 258 days ago,5UXKU2C51J0X49325,446971x8,"$26,990","$33,003","Below $31,352","$31,352 - $32,672","$32,672 - $33,992","Above $33,992","The list price of$26,990for this2018 BMW X6isanexcellentprice! The average list price for similar models is$33,003.Learn More","All advertised prices exclude government fees and taxes, any finance charges, any dealer document preparation charges, and any emission testing charges. While we try to make sure that all prices posted here are accurate at all times, we cannot be responsible for typographical and other errors that may appear on the site. We make every effort to provide you with the most accurate, up-to-the-minute information; however, it is your responsibility to verify with the Dealer that all details listed are accurate. The dealership is not responsible for typographical, pricing, product information, advertising, or shipping errors. Advertised prices and available quantities are subject to change without notice. All rates and offers are dependent on bank approval, which varies based on the applicant's credit as well as the vehicle. *Austin Texas Cars and Trucks - HOME OF THE LIFETIME WARRANTY on qualified vehicles. Ask the dealer for details.",
https://www.truecar.com/used-cars-for-sale/listing/KMUKEDTB8PU017157/2023-genesis-gv60/?position=25&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D1&sourceType=marketplace,Matterhorn White Matte,Torrent Navy,"Austin, TX (1694 miles away)",Electric,Listed 19 days ago,KMUKEDTB8PU017157,PU017157,"$39,991","$48,630","Below $46,198","$46,198 - $48,143","$48,143 - $50,088","Above $50,088","The list price of$39,991for this2023 Genesis GV60isanexcellentprice! The average list price for similar models is$48,630.Learn More","Matterhorn White Matte,Panoramic Roof,Leather Seats,Navigation System,Wheel Locks,Lane Keeping Assist,Keyless Start,Rear Spoiler,Heads-Up Display,Cooled Front Seat(S),Option Group 01,Torrent Navy; Nappa Leather Seating SurfacesThis vehicle includes a Money-Back Guarantee* and passed our precise inspection process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. *Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply. Check out this pre-owned 2023 Genesis GV60 we recently got in. Want more room? Want more style? This Genesis GV60 Performance is the vehicle for you. There's a level of quality and refinement in this Genesis GV60 Performance that you won't find in your average vehicle. This AWD-equipped vehicle handles well in any weather condition or terrain. You'll benefit from superb handling, improved steering and excellent acceleration. Low, low mileage coupled with an exacting maintenance program make this vehicle a rare find.",235 mi
https://www.truecar.com/used-cars-for-sale/listing/2C3CDXAG4DH719649/2013-dodge-charger/?position=26&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D1&sourceType=marketplace,Bright White,Black Interior,"Round Rock, TX (1678 miles away)",Gas,Listed 18 days ago,2C3CDXAG4DH719649,null,"$6,999","$12,913","Below $9,732","$9,732 - $12,913","$12,913 - $16,093","Above $16,093","The list price of$6,999for this2013 Dodge Chargerisanexcellentprice! The average list price for similar models is$12,913.Learn More","2013 DODGE CHARGER POLICE, AUTOMATIC TRANSMISSION ALL POWER AC CD DRIVES PERFECT FOR MORE INFO CALL TONY 5129985200",
https://www.truecar.com/used-cars-for-sale/listing/1FMCU0GX3DUB31017/2013-ford-escape/?position=27&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D1&sourceType=marketplace,White Platinum Tricoat,Charcoal Black,"Austin, TX (1692 miles away)",Gas,Listed 57 days ago,1FMCU0GX3DUB31017,DUB31017A,"$7,237","$8,570","Below $8,141","$8,141 - $8,484","$8,484 - $8,827","Above $8,827","The list price of$7,237for this2013 Ford Escapeisanexcellentprice! The average list price for similar models is$8,570.Learn More","White Platinum Metallic Tri-Coat exterior and Charcoal Black interior. Onboard Communications System, CD Player, iPod/MP3 Input, Turbo Charged Engine, Aluminum Wheels, 201A EQUIPMENT GROUP ORDER CODE, Satellite Radio. KEY FEATURES INCLUDE Turbocharged, Satellite Radio, iPod/MP3 Input, CD Player, Onboard Communications System Ford SE with White Platinum Metallic Tri-Coat exterior and Charcoal Black interior features a 4 Cylinder Engine with 178 HP at 5700 RPM*. OPTION PACKAGES 201A EQUIPMENT GROUP ORDER CODE cargo management system II, cargo cover, black roof side rails w/crossbars, 110V outlet, perimeter alarm. EXPERTS ARE SAYING Edmunds.coms review says The 2013 Ford Escape is a winner in the segment of small crossover utility vehicles thanks to athletic driving dynamics, an inviting cabin and plenty of useful high-tech features.. Horsepower calculations based on trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.",
https://www.truecar.com/used-cars-for-sale/listing/4T1BD1FK2EU112595/2014-toyota-camry/?position=28&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D1&sourceType=marketplace&zipcode=78745,Attitude Black,Light Gray,"Austin, TX (0 miles away)",Hybrid,Listed 5 days ago,4T1BD1FK2EU112595,26782047,,,,,,,,"CarMax values transparency and wants you to love your next car, not settle on it. Certain vehicles may have unrepaired safety recalls. Check nhtsa.gov/recalls to learn if this vehicle has an unrepaired safety recall. At CarMax, finding the right car is easy. You can shop online, get pre-qualified with no impact to your credit, and receive a trade-in offer all from the comfort of home. See carmax.com for details. Then, when it's time to buy, you can take advantage of express pickup at your local CarMax. And we stand behind every used car we sell with a 90-Day/4,000-Mile (whichever comes first) Limited Warranty. See store for details. Price excludes tax, title, tags and $225 documentary fee (not required by law). Price assumes that final purchase will be made in the State of TX, unless vehicle is non-transferable. Vehicle subject to prior sale. Applicable transfer fees are due in advance of vehicle delivery and are separate from sales transactions. Inventory shown here is updated every 24 hours.",
https://www.truecar.com/used-cars-for-sale/listing/3FA6P0K9XHR308604/2017-ford-fusion/?position=29&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D1&sourceType=marketplace,Magnetic,Medium Soft Ceramic,"Austin, TX (1694 miles away)",Gas,Listed 9 days ago,3FA6P0K9XHR308604,HR308604,"$12,995","$17,228","Below $16,366","$16,366 - $17,055","$17,055 - $17,744","Above $17,744","The list price of$12,995for this2017 Ford Fusionisanexcellentprice! The average list price for similar models is$17,228.Learn More","Sun/Moonroof,Leather Seats,Navigation System,Lane Keeping Assist,Keyless Start,Rear Spoiler,Trunk Cargo Net,Cooled Front Seat(S),Engine: 2.0L Ecoboost,Equipment Group 350A,Front License Plate Bracket,Magnetic,Medium Soft Ceramic; Premium Leather Heated/Cooled Sport Bucket Seats,Transmission: 6-Speed Automatic W/Paddle ShiftersThis vehicle includes a Money-Back Guarantee* and passed our precise inspection process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. *Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply. You can find this 2017 Ford Fusion Platinum and many others like it at AutoNation Toyota South Austin. This Ford includes: ENGINE: 2.0L ECOBOOST (STD) 4 Cylinder Engine Gasoline Fuel Turbocharged *Note - For third party subscriptions or services, please contact the dealer for more information.* This vehicle was engineered to be both economically and environmentally friendly with exceptional fuel efficiency. Low, low mileage coupled with an exacting maintenance program make this vehicle a rare find. More information about the 2017 Ford Fusion: The Ford Fusion is a mid-sized sedan and must therefore compete in an incredibly competitive segment, going up against heavyweights such as the Toyota Camry and Honda Accord. Ford has priced the car accordingly, with models starting at $22,000. On the other end of the price spectrum, the Fusion Platinum is outfitted with a variety of luxury equipment, providing a sensible alternative to the entry-level cars sold by several luxury marques. And in the new Fusion Sport, a 325-horsepower turbocharged V6 provides plenty of punch for those looking to cruise in the fast lane. This model sets itself apart with stylish, practical, available turbocharged V6, available plug-in hybrid drivetrain, available all-wheel drive, and Efficient",
https://www.truecar.com/used-cars-for-sale/listing/1C6RR7KGXHS671599/2017-ram-1500/?position=30&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D1&sourceType=marketplace,Bright White Clearcoat,Diesel Gray/Black,"Round Rock, TX (1678 miles away)",Gas,Listed 18 days ago,1C6RR7KGXHS671599,null,"$12,999","$15,582","Below $14,803","$14,803 - $15,426","$15,426 - $16,049","Above $16,049","The list price of$12,999for this2017 Ram 1500isanexcellentprice! The average list price for similar models is$15,582.Learn More",2017 DODGE RAM 4X4 AUTOMATIC TRANSMISSION ALL POWER AC CD DRIVES GOOD FOR MORE INFO CALL TONY 5129985200,
https://www.truecar.com/used-cars-for-sale/listing/5UXKR6C59E0J73577/2014-bmw-x5/?position=31&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D1&sourceType=marketplace,Mineral White Metallic,Mocha,"Austin, TX (1694 miles away)",Gas,Listed 6 days ago,5UXKR6C59E0J73577,S9647B,"$14,888","$18,165","Below $17,257","$17,257 - $17,983","$17,983 - $18,710","Above $18,710","The list price of$14,888for this2014 BMW X5isanexcellentprice! The average list price for similar models is$18,165.Learn More","Clean CARFAX. White Metallic 2014 BMW X5 xDrive50i AWD 8-Speed Automatic 4.4L V8 DOHC 32V Twin Turbocharged   Need Financing? We have competitive financing terms available, with over 20 lending institutions available. We can provide financing solutions for every credit need, including low rates, extended terms and leasing options. Ask about our Video-Walk Around, Test Drive at Home & Home Delivery and Beasley Prime Express Purchase. We can provide it all. Service and Parts hours are 7:00 am to 6:00 pm Mon-Fri and 7:00 to 4:00 pm Sat. Sales hours are 8:30 am to 8:00 pm Mon-Sat. Our experienced sales staff is eager to share its knowledge and enthusiasm with you. They'll work with you to find the right vehicle at a price you can afford. Call or e-mail now to schedule a test drive or for more information at Roger Beasley Mazda South, 4506 S I-35 Frontage Rd, Austin, TX 78745. 512-462-3131 mazdasouth.com or rogerbeasleyused.com ROGER BEASLEY MAZDA ""AUSTIN TRUE SINCE 1972"" 50 YEARS OF PROUDLY SERVING THE AUSTIN AREA.  Mocha Leather, 10 Speakers, 3.154 Axle Ratio, 4-Wheel Disc Brakes, ABS brakes, Adaptive M Suspension, Aerodynamic Kit, Air Conditioning, Alloy wheels, Aluminum Hexagon Interior Trim, AM/FM radio, Anthracite Headliner, Anti-Theft AM/FM Stereo w/CD/MP3, Anti-whiplash front head restraints, Auto tilt-away steering wheel, Auto-dimming door mirrors, Auto-dimming Rear-View mirror, Automatic temperature control, Brake assist, Bumpers: body-color, CD player, Ceramic Controls, Comfort Access Keyless Entry, Dakota Leather Upholstery, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: BMW Assist eCall, Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front fog lights, Front reading lights, Fully automatic headlights, Garage door transmitter, Genuine wood console insert, Genuine wood dashboard insert, Genuine wood door panel insert, Head restraints memory, Head-Up Display, Heated door mirrors, Heated Front Seats, Heated front seats, Heated Rear Seats, Heated Steering Wheel, Hi-Fi Sound System, High intensity discharge headlights: Bi-xenon, High-Gloss Roof Rails, High-Intensity Retractable Headlight Washers, Illuminated entry, Increased Top Speed Limiter, Low tire pressure warning, Lumbar Support, M Steering Wheel, Memory seat, Mocha Nappa Leather Package w/M Sport, Multi-Contour Seats, Navigation System, Navigation System w/Touchpad, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power adjustable front head restraints, Power door mirrors, Power driver seat, Power Front Seats w/Driver Seat Memory, Power moonroof, Power passenger seat, Power steering, Power windows, Radio data system, Rain sensing wipers, Rear anti-roll bar, Rear Manual Side Window Shades, Rear reading lights, Rear seat center armrest, Rear window defroster, Rear window wiper, Remote keyless entry, Roof rack: rails only, Satellite Radio w/1 Year Subscription, Security system, Shadowline Exterior Trim, Soft-Close Automatic Doors, Speed control, Speed-sensing steering, Speed-Sensitive Wipers, Split folding rear seat, Spoiler, Steering wheel memory, Steering wheel mounted A/C controls, Steering wheel mounted audio controls, Surround View, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, Weather band radio, Wheels: 19"" x 9"" Multi-Spoke Lt Alloy (Style 448), Wheels: 20"" Y-Spoke Lt Alloy (Style 451), Without Lines Designation Outside, Mocha Leather.",
https://www.truecar.com/used-cars-for-sale/listing/1GAWGEFP7P1117658/2023-chevrolet-express-passenger/?position=32&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D1&sourceType=marketplace,Summit White,Medium Pewter,"Austin, TX (1700 miles away)",Gas,Listed 64 days ago,1GAWGEFP7P1117658,DI1270,"$21,199","$27,513","Below $26,137","$26,137 - $27,238","$27,238 - $28,338","Above $28,338","The list price of$21,199for this2023 Chevrolet Express Passengerisanexcellentprice! The average list price for similar models is$27,513.Learn More","Call 512-900-6192 today to learn more about this exceptional 2023 Chevrolet Express 2500 LS, available at Covert Chrysler Dodge Jeep Ram Bee Cave in Bee Cave, Texas. This Summit White passenger van is designed to meet all your transportation needs with its powerful performance, spacious interior, and advanced safety features. Act now to take advantage of our free delivery anywhere in Texas.  Unmatched Performance  The 2023 Chevrolet Express 2500 LS is equipped with a robust engine and a 3.42 rear axle ratio, ensuring optimal power and efficiency for both city driving and highway cruising. The heavy-duty rear locking differential enhances traction and stability, making it ideal for various driving conditions. The front-wheel independent suspension system provides a smooth and comfortable ride, while the 4-wheel disc brakes and ABS ensure reliable stopping power.  Premium Features and Options  This Express 2500 LS comes with the Preferred Equipment Group 1LS, offering a range of amenities designed for comfort and convenience. The 12-passenger seating configuration (2-3-3-4) provides ample space for passengers, with a 4th-row bench seat adding to its versatility. The Driver Convenience Package includes cruise control and a tilt-wheel steering column for enhanced driving comfort. Stay connected with Bluetooth for phone, and enjoy your favorite music on the AM/FM Stereo with MP3 player. The custom vinyl seat trim ensures durability, while power windows, power door mirrors, and air conditioning enhance the overall driving experience. Additional features include a leather-wrapped steering wheel, steering wheel-mounted audio controls, and a deluxe console with swing-out storage bin for added convenience.  Safety and Driver Assistance  Safety is a top priority in the 2023 Chevrolet Express 2500 LS. It is equipped with dual front impact airbags, dual front side impact airbags, and an overhead airbag system to protect all occupants. The Electronic Stability Control and traction control systems provide enhanced handling and stability, while the rear park assist feature aids in maneuvering the van in tight spaces. The passenger cancellable airbag offers flexibility depending on seating arrangements. Additional safety features include a low tire pressure warning system, fully automatic headlights, and variably intermittent wipers.  Experience Excellence at Covert Chrysler Dodge Jeep Ram Bee Cave  At Covert Chrysler Dodge Jeep Ram Bee Cave, we are committed to providing top-quality vehicles and exceptional customer service. Whether you're in Bee Cave, Austin, or anywhere in Texas, we offer free delivery to make your purchase as convenient as possible. Our team is ready to assist you with flexible financing options and answer any questions you may have about this outstanding 2023 Chevrolet Express 2500 LS. Call 512-900-6192 today to schedule a test drive or arrange delivery. Don't miss out on this versatile and capable passenger van—contact us now before it's gone!",
https://www.truecar.com/used-cars-for-sale/listing/1G1BE5SM3H7188371/2017-chevrolet-cruze/?position=0&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace&sponsored=true,Arctic Blue Metallic,Jet Black,"Austin, TX (1694 miles away)",Gas,Listed 22 days ago,1G1BE5SM3H7188371,S9744C,"$8,888","$10,808","Below $10,267","$10,267 - $10,699","$10,699 - $11,131","Above $11,131","The list price of$8,888for this2017 Chevrolet Cruzeisanexcellentprice! The average list price for similar models is$10,808.Learn More","Clean CARFAX. Arctic Blue Metallic 2017 Chevrolet Cruze LT FWD 6-Speed Automatic 1.4L 4-Cylinder Turbo DOHC CVVT   Need Financing? We have competitive financing terms available, with over 20 lending institutions available. We can provide financing solutions for every credit need, including low rates, extended terms and leasing options. Ask about our Video-Walk Around, Test Drive at Home & Home Delivery and Beasley Prime Express Purchase. We can provide it all. Service and Parts hours are 7:00 am to 6:00 pm Mon-Fri and 7:00 to 4:00 pm Sat. Sales hours are 8:30 am to 8:00 pm Mon-Sat. Our experienced sales staff is eager to share its knowledge and enthusiasm with you. They'll work with you to find the right vehicle at a price you can afford. Call or e-mail now to schedule a test drive or for more information at Roger Beasley Mazda South, 4506 S I-35 Frontage Rd, Austin, TX 78745. 512-462-3131 mazdasouth.com or rogerbeasleyused.com ROGER BEASLEY MAZDA ""AUSTIN TRUE SINCE 1972"" 50 YEARS OF PROUDLY SERVING THE AUSTIN AREA.  Choice Certified Certified, 16"" Aluminum Wheels, 4-Wheel Disc Brakes, 6 Speaker Audio System Feature, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay/Android Auto, Brake assist, Bumpers: body-color, Cloth Seat Trim, Compass, Convenience Package, Delay-off headlights, Driver 6-Way Manual Seat Adjuster, Driver 8-Way Power Seat Adjuster, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: OnStar Guidance, Exterior Parking Camera Rear, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front License Plate Bracket, Front Passenger 2-Way Manual Seat Adjuster, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Heated door mirrors, Heated Driver & Front Passenger Seat, Illuminated entry, Keyless Open, Keyless Start, Knee airbag, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Preferred Equipment Group 1SD, Radio data system, Radio: AM/FM Chevrolet MyLink w/7"" Touch-Screen, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Remote keyless entry, Remote Vehicle Starter System, Security system, SiriusXM Satellite Radio, Speed control, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, Voltmeter.",
https://www.truecar.com/used-cars-for-sale/listing/1FTFX1CF9DFA60096/2013-ford-f-150/?position=1&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace&sponsored=true,Blue Jeans Metallic,Steel Gray,"Austin, TX (1684 miles away)",Gas,Listed 119 days ago,1FTFX1CF9DFA60096,450906x87,"$11,475","$13,697","Below $13,011","$13,011 - $13,559","$13,559 - $14,107","Above $14,107","The list price of$11,475for this2013 Ford F‑150isanexcellentprice! The average list price for similar models is$13,697.Learn More","All advertised prices exclude government fees and taxes, any finance charges, any dealer document preparation charges, and any emission testing charges. While we try to make sure that all prices posted here are accurate at all times, we cannot be responsible for typographical and other errors that may appear on the site. We make every effort to provide you with the most accurate, up-to-the-minute information; however, it is your responsibility to verify with the Dealer that all details listed are accurate. The dealership is not responsible for typographical, pricing, product information, advertising, or shipping errors. Advertised prices and available quantities are subject to change without notice. All rates and offers are dependent on bank approval, which varies based on the applicant's credit as well as the vehicle. *Austin Texas Cars and Trucks - HOME OF THE LIFETIME WARRANTY on qualified vehicles. Ask the dealer for details.",
https://www.truecar.com/used-cars-for-sale/listing/WBA8Z9C55JG827695/2018-bmw-3-series/?position=2&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace&sponsored=true,Black Sapphire Metallic,Black,"Austin, TX (1684 miles away)",Gas,Listed 54 days ago,WBA8Z9C55JG827695,450602x97,"$18,990","$23,355","Below $22,187","$22,187 - $23,121","$23,121 - $24,055","Above $24,055","The list price of$18,990for this2018 BMW 3 Seriesisanexcellentprice! The average list price for similar models is$23,355.Learn More","All advertised prices exclude government fees and taxes, any finance charges, any dealer document preparation charges, and any emission testing charges. While we try to make sure that all prices posted here are accurate at all times, we cannot be responsible for typographical and other errors that may appear on the site. We make every effort to provide you with the most accurate, up-to-the-minute information; however, it is your responsibility to verify with the Dealer that all details listed are accurate. The dealership is not responsible for typographical, pricing, product information, advertising, or shipping errors. Advertised prices and available quantities are subject to change without notice. All rates and offers are dependent on bank approval, which varies based on the applicant's credit as well as the vehicle. *Austin Texas Cars and Trucks - HOME OF THE LIFETIME WARRANTY on qualified vehicles. Ask the dealer for details.",
https://www.truecar.com/used-cars-for-sale/listing/5YFEPMAE3NP292193/2022-toyota-corolla/?position=3&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace,Super White,Black,"Austin, TX (1692 miles away)",Gas,Listed 62 days ago,5YFEPMAE3NP292193,NP292193P,"$15,999","$17,429","Below $16,557","$16,557 - $17,254","$17,254 - $17,951","Above $17,951","The list price of$15,999for this2022 Toyota Corollaisanexcellentprice! The average list price for similar models is$17,429.Learn More","White exterior and Black interior. Apple CarPlay®, Onboard Communications System, Back-Up Camera, Satellite Radio, iPod/MP3 Input. KEY FEATURES INCLUDE Back-Up Camera, Satellite Radio, iPod/MP3 Input, Onboard Communications System, Apple CarPlay®. Toyota LE with White exterior and Black interior features a 4 Cylinder Engine with 139 HP at 6100 RPM*. Horsepower calculations based on trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.",
https://www.truecar.com/used-cars-for-sale/listing/5TETX22N46Z207545/2006-toyota-tacoma/?position=4&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace,White,Gray,"Austin, TX (1688 miles away)",Gas,Listed 49 days ago,5TETX22N46Z207545,207545,"$7,999","$9,435","Below $8,963","$8,963 - $9,340","$9,340 - $9,717","Above $9,717","The list price of$7,999for this2006 Toyota Tacomaisanexcellentprice! The average list price for similar models is$9,435.Learn More",Great little truck that gets amazing MPG! Rear doors open up. Cold AC and working heater. Automatic transmission.  Visit our website  http://www.texascentralmotors.com  for more information and photos on this or any of our other vehicles or call us today for a test drive at 512-413-8135 or 512-371-7199.,
