url,exterior,interior,mileage,fuel_type,listed_since,vin,stock_number,list_price,average_list_price,price_range_excellent,price_range_great,price_range_fair,price_range_high,price_description,seller_notes,epa_range
https://www.truecar.com/used-cars-for-sale/listing/WMW13DJ06R2U47433/2024-mini-electric-hardtop/?position=22&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D1&sourceType=marketplace,Midnight Black Ii,Carbon Black,"San Francisco, CA (2687 miles away)",Electric,Listed 30 days ago,WMW13DJ06R2U47433,2U47433A,"$20,988","$23,988","Below $22,788","$22,788 - $23,748","$23,748 - $24,707","Above $24,707","The list price of$20,988for this2024 MINI Electric Hardtopisanexcellentprice! The average list price for similar models is$23,988.Learn More","2024 MINI Hardtop 2 Door KEY FEATURES INCLUDE Navigation, Heated Driver Seat, Back-Up Camera, Premium Sound System, Satellite Radio. Midnight Black II exterior and Carbon Black interior. Heated Seats, NAV, Sunroof, Alloy Wheels, STORAGE PACKAGE MINI Cooper SE with Midnight Black II exterior and Carbon Black interior features a Electric Motor with 181 HP at 7000 RPM*. OPTION PACKAGES AFFORDABLE TO OWN Was $259,995. This Hardtop 2 Door is priced $5,600 below Kelley Blue Book. WHO WE ARE Jaguar and Land Rover San Francisco are here to provide a substantial selection of Jaguar and Land Rover vehicles to car shoppers. From our San Francisco location, we are easily able to service customers in all of California, and beyond. Our inventory is well-stocked with all of the top models in the Jaguar and Land Rover lineup. All of our vehicles provide the refinement and performance consumers have come to expect from Jaguar and Land Rover. Market adjustment may apply to certain models. Pricing analysis performed on 4/3/2025. Horsepower calculations based on trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.",114 mi
https://www.truecar.com/used-cars-for-sale/listing/5YJ3E1ECXLF719463/2020-tesla-model-3/?position=23&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D1&sourceType=marketplace&zipcode=94014,Pearl White Multi-Coat,Black,"Pleasanton, CA (0 miles away)",Electric,Listed 1 day ago,5YJ3E1ECXLF719463,26797399,"$25,998","$31,900","Below $30,304","$30,304 - $31,580","$31,580 - $32,856","Above $32,856","The list price of$25,998for this2020 Tesla Model 3isanexcellentprice! The average list price for similar models is$31,900.Learn More","CarMax values transparency and wants you to love your next car, not settle on it. Certain vehicles may have unrepaired safety recalls. Check nhtsa.gov/recalls to learn if this vehicle has an unrepaired safety recall. At CarMax, finding the right car is easy. You can shop online, get pre-qualified with no impact to your credit, and receive a trade-in offer all from the comfort of home. See carmax.com for details. Then, when it's time to buy, you can take advantage of express pickup at your local CarMax. And we stand behind every used car we sell with a 90-Day/4,000-Mile (whichever comes first) Limited Warranty. See store for details. Price excludes government fees and taxes, any finance charges, $85 CarMax document processing charge (not required by law), any electronic filing charge, and any emission testing charge. Price assumes that final purchase will be made in the State of CA, unless vehicle is non-transferable. Vehicle subject to prior sale. Applicable transfer fees are due in advance of vehicle delivery and are separate from sales transactions. Inventory shown here is updated every 24 hours.",310 mi
https://www.truecar.com/used-cars-for-sale/listing/JM1DRADB9N0100713/2022-mazda-mx-30-ev/?position=24&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D1&sourceType=marketplace,Polymetal Gray Metallic Multi-Tone,Black W/Vintage Brown,"Fremont, CA (2673 miles away)",Electric,Listed 20 days ago,JM1DRADB9N0100713,H1077,"$17,210","$22,726","Below $21,589","$21,589 - $22,498","$22,498 - $23,407","Above $23,407","The list price of$17,210for this2022 Mazda MX‑30 EVisanexcellentprice! The average list price for similar models is$22,726.Learn More","2022 Mazda MX-30 EV Premium Plus FWD Polymetal Gray Metallic Multi-Tone Electric ZEV 143hp MX-30 EV Premium Plus, 4D Sport Utility, Electric ZEV 143hp, 1-Speed Automatic, FWD, Polymetal Gray Metallic Multi-Tone, Black w/Vintage Brown w/Leatherette & Cloth Seat Trim, 12 Speakers, 18"" Bright Finish Alloy Wheels, 4-Wheel Disc Brakes, 9.986 Axle Ratio, ABS brakes, Air Conditioning, Alloy wheels, Anti-whiplash front head restraints, AppLink/Apple CarPlay and Android Auto, Auto High-beam Headlights, Auto-dimming door mirrors, Auto-dimming Rear-View mirror, Automatic temperature control, Brake assist, Bumpers: body-color, Compass, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: MAZDA CONNECT, Front Bucket Seats, Front Center Armrest, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Garage door transmitter: HomeLink, Heads-Up Display, Heated door mirrors, Heated Front Seats, Heated front seats, Heated steering wheel, Illuminated entry, Knee airbag, Leather Shift Knob, Leather steering wheel, Leatherette & Cloth Seat Trim, Low tire pressure warning, Memory seat, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power moonroof, Power steering, Power windows, Premium Plus Package, Radio data system, Radio: FM HD Radio w/Bose Premium Audio, Rain sensing wipers, Rear seat center armrest, Rear window defroster, Rear window wiper, Remote keyless entry, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers. Clean CARFAX.   Thank you for visiting Fremont Hyundai Online. Please contact us with any questions you have at 341-224-0772. Prices do not include government fees and taxes, any finance charges, any dealer document processing charge, any electronic filing charge, and any emission testing charge.",100 mi
https://www.truecar.com/used-cars-for-sale/listing/1NXBU4EE0AZ277195/2010-toyota-corolla/?position=25&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D1&sourceType=marketplace,Unknown,Unknown,"Alameda, CA (2678 miles away)",Gas,Listed 4 days ago,1NXBU4EE0AZ277195,277195,"$7,995","$9,937","Below $9,439","$9,439 - $9,837","$9,837 - $10,234","Above $10,234","The list price of$7,995for this2010 Toyota Corollaisanexcellentprice! The average list price for similar models is$9,937.Learn More",,
https://www.truecar.com/used-cars-for-sale/listing/WBAVM1C58FV315595/2015-bmw-x1/?position=26&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D1&sourceType=marketplace,Jet Black,Black,"Vallejo, CA (2670 miles away)",Gas,Listed 7 days ago,WBAVM1C58FV315595,BMW5595,"$9,995","$12,777","Below $12,138","$12,138 - $12,649","$12,649 - $13,160","Above $13,160","The list price of$9,995for this2015 BMW X1isanexcellentprice! The average list price for similar models is$12,777.Learn More",2015 BMW X1 sDrive28i,
https://www.truecar.com/used-cars-for-sale/listing/WA1VABGE8MB017911/2021-audi-e-tron/?position=27&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D1&sourceType=marketplace,Typhoon Gray Metallic,Black,"San Francisco, CA (2686 miles away)",Electric,Listed 84 days ago,WA1VABGE8MB017911,MB017911,"$30,399","$36,564","Below $34,736","$34,736 - $36,198","$36,198 - $37,661","Above $37,661","The list price of$30,399for this2021 Audi e‑tronisanexcellentprice! The average list price for similar models is$36,564.Learn More","Reserve at EVERCARS.COM/cars/WA1VABGE8MB017911 .   Gray Metallic 2021 Audi e-tron Prestige quattro  Buy or reserve this Ever Certified Vehicle at EVERCARS.COM. Brought to you by Ever, the best place to buy and sell EVs. Tested for battery health + inspected by EV experts. Comes with a home charger, money back guarantee (7-days/500-miles), and limited warranty (90-day/5,000-mile) as well as any remaining manufacturer warranties. Nationwide shipping or pick-up available from our retail store in San Francisco, CA. Contact us at +1 (415) 890-2232, sales@evercars.com or 559 6th Street, San Francisco, CA 94103.",204 mi
https://www.truecar.com/used-cars-for-sale/listing/2HGFE2F56NH551113/2022-honda-civic/?position=28&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D1&sourceType=marketplace,Meteorite Gray Metallic,Black,"San Francisco, CA (2687 miles away)",Gas,Listed 9 days ago,2HGFE2F56NH551113,51E03084,"$21,991","$24,246","Below $23,033","$23,033 - $24,003","$24,003 - $24,973","Above $24,973","The list price of$21,991for this2022 Honda Civicisanexcellentprice! The average list price for similar models is$24,246.Learn More","Honda Certified Pre-Owned, Back-Up Camera, Climate Control, Apple Car Play/ Android Auto, Bluetooth Handsfree and Audio, and much more! 2022 Honda Civic Sport, Odometer is only 59,080 miles, priced below market average! Priced below KBB Fair Purchase Price! This vehicle grew up in California!  All necessary services have been done for the appropriate mileage, brakes checked, four wheel alignment , cabin air filter replaced/ cleaned, emission system checked, tires rotated and above all we have also reconditioned this vehicle inside and out, so as to provide you with as near a new vehicle as can be expected from a vehicle of this year and mileage. Whether you have good credit, bad credit, or no credit get pre-approved today at: https://www.sfhonda.com/get-pre-approved /        Buy with confidence as all of our Pre-Owned Vehicles come equipped with a 90-Day/3000 Mile warranty as well as CarDoc, our exclusive maintenance and membership program. The included CarDoc Program comes with 4 Complimentary Oil Changes and 4 Complimentary Tire Rotation for the first TWO years of ownership. Advertised price is plus any dealer installed accessories.    For more information or to schedule a test drive call San Francisco Honda at 415-221-4000 or visit us online at SFHONDA.COM  All used vehicles have the following dealer installed accessories in addition to the advertised sales price.     All used vehicles have the following dealer installed accessories in addition to the advertised sales price.     *Elo Security GPS ($1,695)     *Victory Paint & Fabric Protection ($1295)     *5YR/75,000 Mile CarDoc Maintenance W/ Brakes    *These Pre-Installed Items are Optional",
https://www.truecar.com/used-cars-for-sale/listing/WP1AF2A51FLB47491/2015-porsche-macan/?position=29&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D1&sourceType=marketplace,White,Black,"Hayward, CA (2673 miles away)",Gas,Listed 50 days ago,WP1AF2A51FLB47491,12393,"$19,995","$25,124","Below $23,867","$23,867 - $24,872","$24,872 - $25,877","Above $25,877","The list price of$19,995for this2015 Porsche Macanisanexcellentprice! The average list price for similar models is$25,124.Learn More","The 2015 Porsche Macan AWD 4dr Turbo exemplifies a harmonious blend of power, style, and sophistication. Cloaked in a pristine White exterior, this luxury compact SUV captures attention with its sleek lines and robust stance. The meticulously designed body is both aerodynamic and aesthetically pleasing, ensuring it turns heads whether parked or in motion.  Step inside to discover an inviting Black interior that exudes elegance and comfort. The cabin has been crafted with high-quality materials, promising an exceptional driving experience with every mile. Intuitive controls and modern technology features make for a seamless journey, while delivering both function and form at every corner.   Under the hood, the Macan Turbo is powered by a formidable 3.6L 6-cylinder engine that ensures thrilling performance. With its All Wheel Drive drivetrain, it provides superior handling and traction in various driving conditions, making it a versatile choice for any enthusiast. This Porsche model exemplifies the brand's commitment to delivering exhilarating driving dynamics without sacrificing luxury. All advertised prices exclude government fees and taxes, any finance charges, any dealer document preparation charge, and any emission testing charge. While we try to make sure that all prices posted here are accurate at all times, we cannot be responsible for typographical and other errors that may appear on the site. We make every effort to provide you the most accurate, up-to-the-minute information; however it is your responsibility to verify with the Dealer that all details listed are accurate. The dealership is not responsible for typographical, pricing, product information, advertising or shipping errors. Advertised prices and available quantities are subject to change without notice. All rates and offers aredependenton bank approval, which varies based on applicant's credit as well as the vehicle.",
https://www.truecar.com/used-cars-for-sale/listing/YV4ED3GMXP2055135/2023-volvo-c40-recharge/?position=30&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D1&sourceType=marketplace,Fusion Red Metallic,Gray,"Daly City, CA (2692 miles away)",Electric,Listed 29 days ago,YV4ED3GMXP2055135,055135,"$28,600","$34,157","Below $32,449","$32,449 - $33,815","$33,815 - $35,181","Above $35,181","The list price of$28,600for this2023 Volvo C40 Rechargeisanexcellentprice! The average list price for similar models is$34,157.Learn More",2023 Volvo C40 Recharge Twin eAWD Ultimate,226 mi
https://www.truecar.com/used-cars-for-sale/listing/5YJYGDEF7MF157762/2021-tesla-model-y/?position=31&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D1&sourceType=marketplace,Red Multi-Coat,Black,"Colma, CA (2692 miles away)",Electric,Listed 3 days ago,5YJYGDEF7MF157762,21TSL0781U,"$26,999","$31,418","Below $29,847","$29,847 - $31,103","$31,103 - $32,360","Above $32,360","The list price of$26,999for this2021 Tesla Model Yisanexcellentprice! The average list price for similar models is$31,418.Learn More","This 2021 Red Multi-Coat Tesla Model Y Performance AWD is well equipped and includes these features and benefits: 15 Speakers, 4-Wheel Disc Brakes, 5 Seat Interior, 9.0 Axle Ratio, ABS brakes, Air Conditioning, Alloy wheels, Auto High-beam Headlights, Auto tilt-away steering wheel, Auto-dimming door mirrors, Auto-dimming Rear-View mirror, Automatic temperature control, Brake assist, Bumpers: body-color, Compass, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front fog lights, Front reading lights, Fully automatic headlights, Genuine wood dashboard insert, Heated door mirrors, Heated front seats, Heated rear seats, Heated steering wheel, Illuminated entry, Knee airbag, Lane Departure Warning System, Low tire pressure warning, Memory seat, Navigation System, Occupant sensing airbag, Outside temperature display, Overhead airbag, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power Liftgate, Power passenger seat, Power steering, Power windows, Premium Audio System, Premium Seat Trim, Radio data system, Rain sensing wipers, Rear reading lights, Rear seat center armrest, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel memory, Steering wheel mounted A/C controls, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, and Wheels: 21 x 9.5 Fr & 21 x 10.5 Rr Uberturbine.Recent Arrival! 115/106 City/Highway MPG",303 mi
https://www.truecar.com/used-cars-for-sale/listing/1GTU9EET6MZ187009/2021-gmc-sierra-1500/?position=32&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D1&sourceType=marketplace,Summit White,Jet Black With Kalahari Accents,"Burlingame, CA (2689 miles away)",Diesel,Listed 102 days ago,1GTU9EET6MZ187009,G01773A,"$37,984","$43,939","Below $41,741","$41,741 - $43,499","$43,499 - $45,256","Above $45,256","The list price of$37,984for this2021 GMC Sierra 1500isanexcellentprice! The average list price for similar models is$43,939.Learn More","Fresh Oil Change, 10-Speed Automatic, 4WD, Jet Black With Kalahari Accents Leather. Priced below KBB Fair Purchase Price! Summit White CARFAX One-Owner. Clean CARFAX. 22/26 City/Highway MPG Serving the entire Bay Area with Red Carpet Service for over 52 years!",
https://www.truecar.com/used-cars-for-sale/listing/WVWKR7AU0KW910028/2019-volkswagen-e-golf/?position=0&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace&sponsored=true,Indium Gray Metallic,Titan Black,"San Francisco, CA (2686 miles away)",Electric,Listed 95 days ago,WVWKR7AU0KW910028,KW910028,"$14,499","$16,440","Below $15,618","$15,618 - $16,275","$16,275 - $16,933","Above $16,933","The list price of$14,499for this2019 Volkswagen e‑Golfisanexcellentprice! The average list price for similar models is$16,440.Learn More","Reserve at EVERCARS.COM/cars/WVWKR7AU0KW910028 .   Priced below KBB Fair Purchase Price!   Indium Gray 2019 Volkswagen e-Golf SE  Buy or reserve this Ever Certified Vehicle at EVERCARS.COM. Brought to you by Ever, the best place to buy and sell EVs. Tested for battery health + inspected by EV experts. Comes with a home charger, money back guarantee (7-days/500-miles), and limited warranty (90-day/5,000-mile) as well as any remaining manufacturer warranties. Nationwide shipping or pick-up available from our retail store in San Francisco, CA. Contact us at +1 (415) 890-2232, sales@evercars.com or 559 6th Street, San Francisco, CA 94103.",125 mi
https://www.truecar.com/used-cars-for-sale/listing/KM8K53AG9LU076848/2020-hyundai-kona-electric/?position=1&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace&sponsored=true,Chalk White/Black Roof,Unknown,"San Francisco, CA (2686 miles away)",Electric,Listed 15 days ago,KM8K53AG9LU076848,LU076848,"$15,744","$18,208","Below $17,297","$17,297 - $18,025","$18,025 - $18,754","Above $18,754","The list price of$15,744for this2020 Hyundai Kona Electricisanexcellentprice! The average list price for similar models is$18,208.Learn More","Reserve at EVERCARS.COM/cars/KM8K53AG9LU076848 .   Chalk White/Black Roof 2020 Hyundai Kona Electric Ultimate  Buy or reserve this Ever Certified Vehicle at EVERCARS.COM. Brought to you by Ever, the best place to buy and sell EVs. Tested for battery health + inspected by EV experts. Comes with a home charger, money back guarantee (7-days/500-miles), and limited warranty (90-day/5,000-mile) as well as any remaining manufacturer warranties. Nationwide shipping or pick-up available from our retail store in San Francisco, CA. Contact us at +1 (415) 890-2232, sales@evercars.com or 559 6th Street, San Francisco, CA 94103.",258 mi
https://www.truecar.com/used-cars-for-sale/listing/JTMABACA0PA013960/2023-toyota-bz4x/?position=2&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace&sponsored=true,White,Black,"San Francisco, CA (2686 miles away)",Electric,Listed 49 days ago,JTMABACA0PA013960,PA013960,"$24,299","$27,327","Below $25,960","$25,960 - $27,054","$27,054 - $28,147","Above $28,147","The list price of$24,299for this2023 Toyota bZ4Xisanexcellentprice! The average list price for similar models is$27,327.Learn More","Reserve at EVERCARS.COM/cars/JTMABACA0PA013960 .   CARFAX One-Owner.  White 2023 Toyota bZ4X XLE Dual Moonroof. Buy or reserve this Ever Certified Vehicle at EVERCARS.COM. Brought to you by Ever, the best place to buy and sell EVs. Tested for battery health + inspected by EV experts. Comes with a home charger, money back guarantee (7-days/500-miles), and limited warranty (90-day/5,000-mile) as well as any remaining manufacturer warranties. Nationwide shipping or pick-up available from our retail store in San Francisco, CA. Contact us at +1 (415) 890-2232, sales@evercars.com or 559 6th Street, San Francisco, CA 94103.",228 mi
https://www.truecar.com/used-cars-for-sale/listing/5YJYGDEF7MF157762/2021-tesla-model-y/?position=3&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,Red Multi-Coat,Black,"Colma, CA (2692 miles away)",Electric,Listed 3 days ago,5YJYGDEF7MF157762,21TSL0781U,"$26,999","$31,418","Below $29,847","$29,847 - $31,103","$31,103 - $32,360","Above $32,360","The list price of$26,999for this2021 Tesla Model Yisanexcellentprice! The average list price for similar models is$31,418.Learn More","This 2021 Red Multi-Coat Tesla Model Y Performance AWD is well equipped and includes these features and benefits: 15 Speakers, 4-Wheel Disc Brakes, 5 Seat Interior, 9.0 Axle Ratio, ABS brakes, Air Conditioning, Alloy wheels, Auto High-beam Headlights, Auto tilt-away steering wheel, Auto-dimming door mirrors, Auto-dimming Rear-View mirror, Automatic temperature control, Brake assist, Bumpers: body-color, Compass, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front fog lights, Front reading lights, Fully automatic headlights, Genuine wood dashboard insert, Heated door mirrors, Heated front seats, Heated rear seats, Heated steering wheel, Illuminated entry, Knee airbag, Lane Departure Warning System, Low tire pressure warning, Memory seat, Navigation System, Occupant sensing airbag, Outside temperature display, Overhead airbag, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power Liftgate, Power passenger seat, Power steering, Power windows, Premium Audio System, Premium Seat Trim, Radio data system, Rain sensing wipers, Rear reading lights, Rear seat center armrest, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel memory, Steering wheel mounted A/C controls, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, and Wheels: 21 x 9.5 Fr & 21 x 10.5 Rr Uberturbine.Recent Arrival! 115/106 City/Highway MPG",303 mi
https://www.truecar.com/used-cars-for-sale/listing/1G6DV57V380180879/2008-cadillac-cts/?position=4&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,Black Raven,Light Titanium,"Colma, CA (2692 miles away)",Gas,Listed 4 days ago,1G6DV57V380180879,08CAD0721U,"$8,999","$10,870","Below $10,326","$10,326 - $10,761","$10,761 - $11,195","Above $11,195","The list price of$8,999for this2008 Cadillac CTSisanexcellentprice! The average list price for similar models is$10,870.Learn More","This 2008 Black Raven Cadillac CTS RWD is well equipped and includes these features and benefits: 18 All-Season Tire Performance Package (18 x 8 Aluminum Wheels, Front Fog Lamps, Headlamp Washer System, Limited-Slip Differential, Performance Cooling System, Sport Suspension, and Xenon High-Intensity Discharge Headlamps), 1SB Equipment Group, CTS Performance Collection, Luxury Level One Package (LED Spotlights w/Lighting Pipes, Rainsense Wipers, and Theft-Deterrent Alarm System), Memory Package, Seating Package (Discontinued) (10-Way Power Driver/Front Passenger Seat Adjusters, 2-Way Power Driver/Front Passenger Lumbar Control, Driver & Front Passenger Heated Seats, Heated Washer Fluid, and Leather Seating Surfaces), Wood Trim Package (Leather-Wrapped Steering Wheel w/Wood Trim), 17 x 8 Painted Aluminum Wheels, 18 x 8 High-Polished Aluminum Finish Wheels, 4-Wheel Disc Brakes, 8 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: XM, AM/FM Stereo w/CD/MP3 Playback/XM Satellite, AM/FM Stereo w/Navigation/XM Satellite, Anti-whiplash front head restraints, Auto-dimming Rear-View mirror, Automatic temperature control, Brake assist, Bumpers: body-color, CD player, Compass, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: OnStar Directions & Connections, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest w/Storage, Front dual zone A/C, Front License Plate Bracket, Front reading lights, Fully automatic headlights, Heated door mirrors, Illuminated entry, Leather Shift Knob, Leatherette Seating Surfaces, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power steering, Power UltraView Double-Sized Sunroof, Power windows, Radio data system, Rear anti-roll bar, Rear reading lights, Rear seat center armrest, Rear window defroster, Remote keyless entry, Speed control, Speed-sensing steering, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, Voltmeter, Wood Trim, and XM Satellite Radio.Odometer is 53570 miles below market average! 17/26 City/Highway MPGReviews:* Cadillac was once the Standard of the World, which was more than an advertising slogan. The competition is much deeper, wider and stronger today, but if you would like an unassailable reason to own, enjoy and be proud of a Cadillac again, this is it. Source: KBB.com",
https://www.truecar.com/used-cars-for-sale/listing/WMWMF33589TW75046/2009-mini-cooper/?position=5&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,Unknown,Unknown,"Alameda, CA (2678 miles away)",Gas,Listed 25 days ago,WMWMF33589TW75046,W75046,"$4,995","$6,369","Below $6,050","$6,050 - $6,305","$6,305 - $6,560","Above $6,560","The list price of$4,995for this2009 MINI Cooperisanexcellentprice! The average list price for similar models is$6,369.Learn More",,
https://www.truecar.com/used-cars-for-sale/listing/KM8NUDCC7CU201538/2012-hyundai-veracruz/?position=6&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,Boulder Gray,Black,"San Leandro, CA (2676 miles away)",Gas,Listed 6 days ago,KM8NUDCC7CU201538,L5833,"$9,999","$13,255","Below $12,592","$12,592 - $13,122","$13,122 - $13,652","Above $13,652","The list price of$9,999for this2012 Hyundai Veracruzisanexcellentprice! The average list price for similar models is$13,255.Learn More","AWD, Black Leather. 16/21 City/Highway MPG Boulder Gray Metallic   This vehicle is equipped with: Option Group 1 (115-Volt Cargo Area Power Outlet, 7-Passenger Seating w/3rd Row, Active Front Head Restraints, Advanced Front Airbags, Anti-Lock Braking System (ABS), Automatic Headlights, Backup Warning System, Chrome Door Handles, Conversation Mirror, Cruise Control w/Steering-Wheel-Mounted Controls, Dual-Zone Automatic Temperature Control, Electronic Stability Control, Front Fog Lights, Front Solar & Rear Privacy Glass, Heated 2nd Row Seats, Integrated Memory System, Keyless Entry System w/Alarm, Leather-Wrapped Steering Wheel & Shift Knob, Lighted Front Door Scuff Plates, Outside Temperature Display, Power Heated External Body Color Mirrors, Power Tilt & Telescopic Steering Wheel, Power Windows & Door/Tailgate Locks, Proximity Key w/Immobilizer, Rear Spoiler, Rear Window Wiper & Washer, Roof Rack Side Rails, Steering Wheel Audio Controls, Temperature Controlled Center Console Storage, Tilt-In-Reverse Exterior Mirrors, Tire Pressure Monitoring System, and Trip Computer), AWD, Black Leather, 18"" Hypersilver Alloy Wheels, 3.20 Axle Ratio, 3rd row seats: split-bench, 4-Wheel Disc Brakes, 8 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: XM, Anti-whiplash front head restraints, Auto tilt-away steering wheel, Auto-dimming door mirrors, Auto-dimming Rear-View mirror, Automatic temperature control, Bluetooth® Hands-Free Phone System, Brake assist, Bumpers: body-color, Carpeted Floor Mats, CD player, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, First Aid Kit, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest w/Storage, Front dual zone A/C, Front fog lights, Front reading lights, Fully automatic headlights, Garage door transmitter: HomeLink, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Heated rear seats, Illuminated entry, Infinity AM/FM/6-CD/MP3 Audio System, iPod Cable, Leather Seating Surfaces, Leather Shift Knob, Low tire pressure warning, Memory seat, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power Liftgate, Power moonroof, Power passenger seat, Power steering, Power windows, Rear air conditioning, Rear anti-roll bar, Rear Parking Sensors, Rear reading lights, Rear seat center armrest, Rear window defroster, Rear window wiper, Reclining 3rd row seat, Remote keyless entry, Roof rack: rails only, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel memory, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, and Variably intermittent wipers Family Owned and Operated for Since 1910 FH Dailey Chevrolet has been serving San Leandro and the San Francisco, Oakland Bay Area since 1910. We work hard so you don't have too.",
https://www.truecar.com/used-cars-for-sale/listing/WDBPJ75J72A027200/2002-mercedes-benz-cl/?position=7&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,Alabaster White,Tan,"Daly City, CA (2692 miles away)",Gas,Listed 56 days ago,WDBPJ75J72A027200,MBZ200,"$5,885","$6,833","Below $6,491","$6,491 - $6,764","$6,764 - $7,037","Above $7,037","The list price of$5,885for this2002 Mercedes‑Benz CLisanexcellentprice! The average list price for similar models is$6,833.Learn More",Visit All Stars Motors Inc online at www.starsmotors.com to see more pictures of this vehicle or call us at 650-550-4482 today to schedule your test drive.,
